deployment_organization_code,deployment_code,analysis_organization_code,analysis_code,recording_codes,analysis_sound_source_codes,analysis_granularity_code,analysis_start_datetime,analysis_end_datetime,analysis_sample_rate_khz,analysis_min_frequency_khz,analysis_max_frequency_khz,analysis_processing_code,analysis_quality_code,analysis_protocol_reference,analysis_dataset_url,analysis_release_data,analysis_release_pacm,detector_codes,detector_version,detector_json,detector_output_filename,detector_output_uri,analysis_analysts,analysis_json,analysis_comments
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-22T08:00:00Z,2018-12-02T10:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-11-22T08:00:00Z,2018-12-02T23:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-23T00:00:00Z,2018-12-01T02:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-11-23T17:00:00Z,2018-11-24T00:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-27T06:00:00Z,2018-12-02T09:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2018-11-30T08:00:00Z,2018-11-30T11:59:59Z,576,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181122_CCES_023,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-11-22T08:00:00Z,2018-12-02T11:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160822_PASCAL_005,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-08-22T21:00:00Z,2016-09-04T13:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160822_PASCAL_005,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-08-22T15:00:00Z,2016-09-04T22:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160822_PASCAL_005,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-08-23T02:00:00Z,2016-09-04T22:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160822_PASCAL_005,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2016-08-31T12:00:00Z,2016-08-31T12:59:59Z,288,0,288,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160822_PASCAL_005,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-08-22T08:00:00Z,2016-08-27T14:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160822_PASCAL_005,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-08-22T16:00:00Z,2016-09-04T20:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160826_PASCAL_008,SWFSC,BEAKED_ANALYSIS,SM2BAT_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-08-28T00:00:00Z,2016-09-12T17:59:59Z,192,0,192,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160826_PASCAL_008,SWFSC,GRAM_ANALYSIS,SM2BAT_Recordings,GRAM,INTERVAL,2016-08-30T13:00:00Z,2016-09-05T07:59:59Z,192,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160826_PASCAL_008,SWFSC,UNDO_ANALYSIS,SM2BAT_Recordings,UNDO,INTERVAL,2016-08-27T04:00:00Z,2016-09-13T05:59:59Z,192,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160904_PASCAL_019,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-09-04T16:00:00Z,2016-09-22T12:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160904_PASCAL_019,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-04T12:00:00Z,2016-09-23T04:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160904_PASCAL_019,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-04T14:00:00Z,2016-09-22T15:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160904_PASCAL_019,SWFSC,MIWH_ANALYSIS,SoundTrap_Recordings,MIWH,INTERVAL,2016-09-20T15:00:00Z,2016-09-20T15:59:59Z,288,0,12,POST-PROCESSED,�FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,GPL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160904_PASCAL_019,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2016-09-05T04:00:00Z,2016-09-23T06:59:59Z,288,0,288,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160904_PASCAL_019,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-09-08T07:00:00Z,2016-09-20T09:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160906_PASCAL_020,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-09-07T20:00:00Z,2016-09-29T02:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160906_PASCAL_020,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-06T03:00:00Z,2016-09-29T04:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160906_PASCAL_020,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-06T02:00:00Z,2016-09-29T03:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160906_PASCAL_020,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2016-09-06T07:00:00Z,2016-09-08T19:59:59Z,288,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160906_PASCAL_020,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2016-09-21T10:00:00Z,2016-09-21T10:59:59Z,288,0,288,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160906_PASCAL_020,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-09-07T06:00:00Z,2016-09-19T10:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-09-24T15:00:00Z,2016-09-27T23:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-09-24T15:00:00Z,2016-09-27T23:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-24T15:00:00Z,2016-09-25T22:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-24T15:00:00Z,2016-09-25T22:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-09-24T08:00:00Z,2016-09-27T16:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-09-24T08:00:00Z,2016-09-27T16:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-09-25T15:00:00Z,2016-09-25T19:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_026,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-09-25T15:00:00Z,2016-09-25T19:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_027,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-09-24T15:00:00Z,2016-09-27T15:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_027,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-24T15:00:00Z,2016-09-25T23:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_027,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-24T17:00:00Z,2016-09-26T01:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_027,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2016-09-25T10:00:00Z,2016-09-25T10:59:59Z,288,0,288,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_027,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-09-24T10:00:00Z,2016-09-27T08:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_028,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-09-24T13:00:00Z,2016-09-28T19:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_028,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-24T16:00:00Z,2016-09-29T02:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_028,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-24T17:00:00Z,2016-09-29T02:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160924_PASCAL_028,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-09-24T23:00:00Z,2016-09-28T19:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_029,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-26T13:00:00Z,2016-09-28T14:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_029,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-26T13:00:00Z,2016-09-28T14:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_029,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-26T08:00:00Z,2016-09-28T13:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_029,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-26T08:00:00Z,2016-09-28T13:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_029,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-09-26T06:00:00Z,2016-09-28T09:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_029,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-09-26T06:00:00Z,2016-09-28T09:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_030,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-09-26T06:00:00Z,2016-09-28T14:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_030,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-09-26T16:00:00Z,2016-09-28T15:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20160926_PASCAL_030,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-09-26T06:00:00Z,2016-09-28T13:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-09-11T22:00:00Z,2018-10-11T19:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-09-12T01:00:00Z,2018-10-22T20:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-09-11T20:00:00Z,2018-10-22T14:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,GRAM_ANALYSIS,SoundTrap_Recordings,GRAM,INTERVAL,2018-09-26T04:00:00Z,2018-09-27T04:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,GRWH_ANALYSIS,SoundTrap_Recordings,GRWH,INTERVAL,2018-09-13T13:00:00Z,2018-09-13T13:59:59Z,288,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,"Guazzo, R. A., Helble, T. A., D’Spain, G. L., Weller, D. W., Wiggins, S. M., & Hildebrand, J. A. (2017). Migratory behavior of eastern North Pacific gray whales tracked using a hydrophone array. PLOS ONE, 12(10), e0185585. https://doi.org/10.1371/journal.pone.0185585",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-09-12T09:00:00Z,2018-09-14T13:59:59Z,288,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-09-23T23:00:00Z,2018-10-23T11:59:59Z,288,0,288,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_CHI_20180911_CCES_013,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-09-12T05:00:00Z,2018-10-22T12:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
